BlockId,Col,Row,Value,Replicate,Layer
1,1.0,1.0,7.738769,1default
1,2.0,1.0,6.086697,1default
1,3.0,1.0,8.259121,1default
1,4.0,1.0,8.345662,1default
1,5.0,1.0,8.753069,1default
1,6.0,1.0,12.562294,1default
1,7.0,1.0,12.510255,1default
1,8.0,1.0,14.629411,1default
1,9.0,1.0,15.906939,1default
1,10.0,1.0,15.369195,1default
1,1.0,2.0,19.03366,1default
1,2.0,2.0,20.657406,1default
1,3.0,2.0,20.674582,1default
1,4.0,2.0,23.66359,1default
1,5.0,2.0,24.127707,1default
1,6.0,2.0,23.876614,1default
1,7.0,2.0,27.803217,1default
1,8.0,2.0,33.520966,1default
1,9.0,2.0,34.999836,1default
1,10.0,2.0,32.023743,1default
1,1.0,3.0,29.188353,1default
1,2.0,3.0,31.714375,1default
1,3.0,3.0,38.3756,1default
1,4.0,3.0,39.582417,1default
1,5.0,3.0,35.21651,1default
1,6.0,3.0,42.753902,1default
1,7.0,3.0,43.124687,1default
1,8.0,3.0,46.33734,1default
1,9.0,3.0,48.309002,1default
1,10.0,3.0,46.70923,1default
1,1.0,4.0,41.606026,1default
1,2.0,4.0,42.15565,1default
1,3.0,4.0,44.33294,1default
1,4.0,4.0,44.119667,1default
1,5.0,4.0,45.025032,1default
1,6.0,4.0,50.538616,1default
1,7.0,4.0,46.218975,1default
1,8.0,4.0,60.061028,1default
1,9.0,4.0,53.77367,1default
1,10.0,4.0,53.02586,1default
1,1.0,5.0,49.66282,1default
1,2.0,5.0,50.209232,1default
1,3.0,5.0,57.63725,1default
1,4.0,5.0,60.47108,1default
1,5.0,5.0,62.413715,1default
1,6.0,5.0,63.69005,1default
1,7.0,5.0,62.871464,1default
1,8.0,5.0,65.16348,1default
1,9.0,5.0,73.25611,1default
1,10.0,5.0,75.12219,1default
1,1.0,6.0,61.032406,1default
1,2.0,6.0,66.43484,1default
1,3.0,6.0,67.50715,1default
1,4.0,6.0,69.23028,1default
1,5.0,6.0,80.21844,1default
1,6.0,6.0,73.91711,1default
1,7.0,6.0,84.33771,1default
1,8.0,6.0,86.78839,1default
1,9.0,6.0,94.11898,1default
1,10.0,6.0,86.64785,1default
1,1.0,7.0,61.231163,1default
1,2.0,7.0,74.29056,1default
1,3.0,7.0,76.489876,1default
1,4.0,7.0,86.80012,1default
1,5.0,7.0,81.85206,1default
1,6.0,7.0,97.39574,1default
1,7.0,7.0,95.631744,1default
1,8.0,7.0,97.03911,1default
1,9.0,7.0,96.94174,1default
1,10.0,7.0,96.52006,1default
1,1.0,8.0,82.61313,1default
1,2.0,8.0,83.37393,1default
1,3.0,8.0,90.61095,1default
1,4.0,8.0,100.27682,1default
1,5.0,8.0,93.81269,1default
1,6.0,8.0,102.577576,1default
1,7.0,8.0,119.68755,1default
1,8.0,8.0,110.5757,1default
1,9.0,8.0,113.696304,1default
1,10.0,8.0,126.67082,1default
1,1.0,9.0,72.88063,1default
1,2.0,9.0,80.39423,1default
1,3.0,9.0,84.186264,1default
1,4.0,9.0,90.18477,1default
1,5.0,9.0,97.089294,1default
